Year,Bank,Sector,Region,USDmillions
2016,Bradesco,Soy,Latin America,782.282344
2018,Bradesco,Soy,Latin America,718.8968179999999
2017,Bradesco,Soy,Latin America,833.889151
2021,Bradesco,Soy,Latin America,555.944241
2014,Itaú Unibanco,Soy,Latin America,514.0026349999999
2015,Itaú Unibanco,Soy,Latin America,454.798555
2013,Itaú Unibanco,Soy,Latin America,494.812251
2019,Itaú Unibanco,Soy,Latin America,481.834231
2020,Itaú Unibanco,Soy,Latin America,433.188765
2016,Itaú Unibanco,Soy,Latin America,685.908712
2018,Itaú Unibanco,Soy,Latin America,426.34720599999997
2017,Itaú Unibanco,Soy,Latin America,621.423117
2021,Itaú Unibanco,Soy,Latin America,336.689846
2014,Santander,Soy,Latin America,388.722216
2015,Santander,Soy,Latin America,274.104075
2013,Santander,Soy,Latin America,316.5307
2019,Santander,Soy,Latin America,399.854327
2020,Santander,Soy,Latin America,361.01399100000003
2016,Santander,Soy,Latin America,361.585557
2018,Santander,Soy,Latin America,387.26520600000003
2017,Santander,Soy,Latin America,548.3897830000001
2021,Santander,Soy,Latin America,281.712675
2014,Caixa Econômica Federal,Soy,Latin America,286.519897
2015,Caixa Econômica Federal,Soy,Latin America,296.289108
2013,Caixa Econômica Federal,Soy,Latin America,119.095653
2019,Caixa Econômica Federal,Soy,Latin America,260.671442
2020,Caixa Econômica Federal,Soy,Latin America,308.429291
2016,Caixa Econômica Federal,Soy,Latin America,310.397993
2018,Caixa Econômica Federal,Soy,Latin America,341.95274
2017,Caixa Econômica Federal,Soy,Latin America,397.705498
2021,Caixa Econômica Federal,Soy,Latin America,452.035499
2014,Banco do Nordeste do Brasil,Soy,Latin America,320.434712
2015,Banco do Nordeste do Brasil,Soy,Latin America,262.178785
2013,Banco do Nordeste do Brasil,Soy,Latin America,311.28985
2019,Banco do Nordeste do Brasil,Soy,Latin America,338.803293
2020,Banco do Nordeste do Brasil,Soy,Latin America,282.08169
2016,Banco do Nordeste do Brasil,Soy,Latin America,352.573451
2018,Banco do Nordeste do Brasil,Soy,Latin America,316.18443
2017,Banco do Nordeste do Brasil,Soy,Latin America,332.84756100000004
2021,Banco do Nordeste do Brasil,Soy,Latin America,255.760596
2014,Rabobank,Soy,Latin America,428.66528800000003
2015,Rabobank,Soy,Latin America,275.168438
2013,Rabobank,Soy,Latin America,341.194641
2019,Rabobank,Soy,Latin America,282.573413
2020,Rabobank,Soy,Latin America,194.2756
2016,Rabobank,Soy,Latin America,354.855424
2018,Rabobank,Soy,Latin America,268.05567
2017,Rabobank,Soy,Latin America,307.695006
2021,Rabobank,Soy,Latin America,122.18231
2014,HSBC,Soy,Latin America,447.730072
2015,HSBC,Soy,Latin America,236.52325
2013,HSBC,Soy,Latin America,484.859392
2019,HSBC,Soy,Latin America,24.777251
2020,HSBC,Soy,Latin America,12.357554
2016,HSBC,Soy,Latin America,333.841176
2018,HSBC,Soy,Latin America,12.611217
2017,HSBC,Soy,Latin America,159.107239
2021,HSBC,Soy,Latin America,29.582928
2014,John Deere Bank,Soy,Latin America,158.417545
2015,John Deere Bank,Soy,Latin America,111.207759
2013,John Deere Bank,Soy,Latin America,117.626408
2019,John Deere Bank,Soy,Latin America,185.732538
2020,John Deere Bank,Soy,Latin America,147.389098
2016,John Deere Bank,Soy,Latin America,165.468431
2018,John Deere Bank,Soy,Latin America,156.158881
2017,John Deere Bank,Soy,Latin America,141.047672
2021,John Deere Bank,Soy,Latin America,120.712393
2014,Banco da Amazonia,Soy,Latin America,138.517473
2015,Banco da Amazonia,Soy,Latin America,104.847814
2013,Banco da Amazonia,Soy,Latin America,73.935159
2019,Banco da Amazonia,Soy,Latin America,196.040493
2020,Banco da Amazonia,Soy,Latin America,176.098921
2016,Banco da Amazonia,Soy,Latin America,112.42432
2018,Banco da Amazonia,Soy,Latin America,144.717718
2017,Banco da Amazonia,Soy,Latin America,133.462277
2021,Banco da Amazonia,Soy,Latin America,207.61316300000001
2019,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.045816
2020,Mitsubishi UFJ Financial,Soy,Central & West Africa,0
2018,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.15540500000000002
2014,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.075252
2015,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.134932
2013,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.108486
2017,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.080881
2016,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.175724
2021,Mitsubishi UFJ Financial,Soy,Central & West Africa,0.170438
2019,Citigroup,Soy,Central & West Africa,0.155011
2020,Citigroup,Soy,Central & West Africa,3.99e-4
2018,Citigroup,Soy,Central & West Africa,0.137822
2014,Citigroup,Soy,Central & West Africa,0.102811
2015,Citigroup,Soy,Central & West Africa,0.093028
2013,Citigroup,Soy,Central & West Africa,0.06017
2017,Citigroup,Soy,Central & West Africa,0.090083
2016,Citigroup,Soy,Central & West Africa,0.126345
2021,Citigroup,Soy,Central & West Africa,0.14955
2019,JPMorgan Chase,Soy,Central & West Africa,0.097307
2020,JPMorgan Chase,Soy,Central & West Africa,5.7e-5
2018,JPMorgan Chase,Soy,Central & West Africa,0.086685
2014,JPMorgan Chase,Soy,Central & West Africa,0.121015
2015,JPMorgan Chase,Soy,Central & West Africa,0.07793800000000001
2013,JPMorgan Chase,Soy,Central & West Africa,0.07813
2017,JPMorgan Chase,Soy,Central & West Africa,0.080306
2016,JPMorgan Chase,Soy,Central & West Africa,0.124004
2021,JPMorgan Chase,Soy,Central & West Africa,0.177136
2019,Barclays,Soy,Central & West Africa,0.136918
2020,Barclays,Soy,Central & West Africa,0
2018,Barclays,Soy,Central & West Africa,0.144511
2014,Barclays,Soy,Central & West Africa,0.116427
2015,Barclays,Soy,Central & West Africa,0.079216
2013,Barclays,Soy,Central & West Africa,0.045262000000000004
2017,Barclays,Soy,Central & West Africa,0.077124
2016,Barclays,Soy,Central & West Africa,0.122374
2021,Barclays,Soy,Central & West Africa,0.032933
2019,Bank of America,Soy,Central & West Africa,0.185157
2020,Bank of America,Soy,Central & West Africa,5.7e-5
2018,Bank of America,Soy,Central & West Africa,0.092014
2014,Bank of America,Soy,Central & West Africa,0.089345
2015,Bank of America,Soy,Central & West Africa,0.086361
2013,Bank of America,Soy,Central & West Africa,0.04531
2017,Bank of America,Soy,Central & West Africa,0.07070800000000001
2016,Bank of America,Soy,Central & West Africa,0.122894
2021,Bank of America,Soy,Central & West Africa,0.037454999999999995
2019,Mizuho Financial,Soy,Central & West Africa,0.053663
2020,Mizuho Financial,Soy,Central & West Africa,0
2018,Mizuho Financial,Soy,Central & West Africa,0.111012
2014,Mizuho Financial,Soy,Central & West Africa,0.071115
2015,Mizuho Financial,Soy,Central & West Africa,0.120436
2013,Mizuho Financial,Soy,Central & West Africa,0.065289
2017,Mizuho Financial,Soy,Central & West Africa,0.08129499999999999
2016,Mizuho Financial,Soy,Central & West Africa,0.140022
2021,Mizuho Financial,Soy,Central & West Africa,0.034594
2019,HSBC,Soy,Central & West Africa,0.070092
2020,HSBC,Soy,Central & West Africa,5.7e-5
2018,HSBC,Soy,Central & West Africa,0.049722
2014,HSBC,Soy,Central & West Africa,0.077033
2015,HSBC,Soy,Central & West Africa,0.060725
2013,HSBC,Soy,Central & West Africa,0.078487
2017,HSBC,Soy,Central & West Africa,0.050332
2016,HSBC,Soy,Central & West Africa,0.066807
2021,HSBC,Soy,Central & West Africa,0.129712
2019,BNP Paribas,Soy,Central & West Africa,0.077724
2020,BNP Paribas,Soy,Central & West Africa,5.7e-5
2018,BNP Paribas,Soy,Central & West Africa,0.115261
2014,BNP Paribas,Soy,Central & West Africa,0.060214
2015,BNP Paribas,Soy,Central & West Africa,0.051323
2013,BNP Paribas,Soy,Central & West Africa,0.048231
2017,BNP Paribas,Soy,Central & West Africa,0.034342
2016,BNP Paribas,Soy,Central & West Africa,0.11931800000000001
2021,BNP Paribas,Soy,Central & West Africa,0.034742999999999996
2019,Vanguard,Soy,Central & West Africa,0
2020,Vanguard,Soy,Central & West Africa,0
2018,Vanguard,Soy,Central & West Africa,0
2014,Vanguard,Soy,Central & West Africa,0
2015,Vanguard,Soy,Central & West Africa,0
2013,Vanguard,Soy,Central & West Africa,0
2017,Vanguard,Soy,Central & West Africa,0
2016,Vanguard,Soy,Central & West Africa,0
2021,Vanguard,Soy,Central & West Africa,0.49421600000000004
2019,SMBC Group,Soy,Central & West Africa,0.042806
2020,SMBC Group,Soy,Central & West Africa,0
2018,SMBC Group,Soy,Central & West Africa,0.094494
2014,SMBC Group,Soy,Central & West Africa,0.028376000000000002
2015,SMBC Group,Soy,Central & West Africa,0.069375
2013,SMBC Group,Soy,Central & West Africa,0.031213
2017,SMBC Group,Soy,Central & West Africa,0.099907
2016,SMBC Group,Soy,Central & West Africa,0.056073
2021,SMBC Group,Soy,Central & West Africa,0.05119
2013,CITIC,Rubber,Central & West Africa,46.425741
2019,CITIC,Rubber,Central & West Africa,113.482742
2018,CITIC,Rubber,Central & West Africa,185.249491
2020,CITIC,Rubber,Central & West Africa,67.831606
2016,CITIC,Rubber,Central & West Africa,55.697937
2015,CITIC,Rubber,Central & West Africa,36.396646
2014,CITIC,Rubber,Central & West Africa,1.948083
2017,CITIC,Rubber,Central & West Africa,21.41675
2021,CITIC,Rubber,Central & West Africa,144.259132
2013,DBS,Rubber,Central & West Africa,0.645418
2019,DBS,Rubber,Central & West Africa,0.205955
2018,DBS,Rubber,Central & West Africa,17.612153
2020,DBS,Rubber,Central & West Africa,0.668046
2016,DBS,Rubber,Central & West Africa,21.263479
2015,DBS,Rubber,Central & West Africa,123.723186
2014,DBS,Rubber,Central & West Africa,171.363302
2017,DBS,Rubber,Central & West Africa,71.865382
2021,DBS,Rubber,Central & West Africa,0.182622
2013,Bank of Ningbo,Rubber,Central & West Africa,0
2019,Bank of Ningbo,Rubber,Central & West Africa,108.207729
2018,Bank of Ningbo,Rubber,Central & West Africa,2.228497
2020,Bank of Ningbo,Rubber,Central & West Africa,153.524626
2016,Bank of Ningbo,Rubber,Central & West Africa,2.026992
2015,Bank of Ningbo,Rubber,Central & West Africa,0
2014,Bank of Ningbo,Rubber,Central & West Africa,0
2017,Bank of Ningbo,Rubber,Central & West Africa,3.827473
2021,Bank of Ningbo,Rubber,Central & West Africa,98.353052
2013,Industrial and Commercial Bank of China,Rubber,Central & West Africa,0
2019,Industrial and Commercial Bank of China,Rubber,Central & West Africa,27.335362
2018,Industrial and Commercial Bank of China,Rubber,Central & West Africa,134.216063
2020,Industrial and Commercial Bank of China,Rubber,Central & West Africa,33.27773
2016,Industrial and Commercial Bank of China,Rubber,Central & West Africa,22.913928
2015,Industrial and Commercial Bank of China,Rubber,Central & West Africa,23.25696
2014,Industrial and Commercial Bank of China,Rubber,Central & West Africa,1.2976139999999998
2017,Industrial and Commercial Bank of China,Rubber,Central & West Africa,7.935747
2021,Industrial and Commercial Bank of China,Rubber,Central & West Africa,16.784017
2013,Credit Suisse,Rubber,Central & West Africa,3.4453679999999998
2019,Credit Suisse,Rubber,Central & West Africa,0
2018,Credit Suisse,Rubber,Central & West Africa,0
2020,Credit Suisse,Rubber,Central & West Africa,0.290188
2016,Credit Suisse,Rubber,Central & West Africa,1.102244
2015,Credit Suisse,Rubber,Central & West Africa,123.768228
2014,Credit Suisse,Rubber,Central & West Africa,69.354653
2017,Credit Suisse,Rubber,Central & West Africa,36.915548
2021,Credit Suisse,Rubber,Central & West Africa,1.084891
2013,Shanghai Pudong Development Bank,Rubber,Central & West Africa,0
2019,Shanghai Pudong Development Bank,Rubber,Central & West Africa,22.704883000000002
2018,Shanghai Pudong Development Bank,Rubber,Central & West Africa,29.251682000000002
2020,Shanghai Pudong Development Bank,Rubber,Central & West Africa,29.152235
2016,Shanghai Pudong Development Bank,Rubber,Central & West Africa,1.186204
2015,Shanghai Pudong Development Bank,Rubber,Central & West Africa,0.929225
2014,Shanghai Pudong Development Bank,Rubber,Central & West Africa,0
2017,Shanghai Pudong Development Bank,Rubber,Central & West Africa,9.640255
2021,Shanghai Pudong Development Bank,Rubber,Central & West Africa,88.615312
2013,Agricultural Bank of China,Rubber,Central & West Africa,0
2019,Agricultural Bank of China,Rubber,Central & West Africa,25.351582999999998
2018,Agricultural Bank of China,Rubber,Central & West Africa,36.046635
2020,Agricultural Bank of China,Rubber,Central & West Africa,41.70664
2016,Agricultural Bank of China,Rubber,Central & West Africa,44.458592
2015,Agricultural Bank of China,Rubber,Central & West Africa,17.122906
2014,Agricultural Bank of China,Rubber,Central & West Africa,1.2976139999999998
2017,Agricultural Bank of China,Rubber,Central & West Africa,2.95928
2021,Agricultural Bank of China,Rubber,Central & West Africa,0.675147
2013,Bank of China,Rubber,Central & West Africa,0
2019,Bank of China,Rubber,Central & West Africa,26.305695
2018,Bank of China,Rubber,Central & West Africa,30.153357999999997
2020,Bank of China,Rubber,Central & West Africa,17.528465
2016,Bank of China,Rubber,Central & West Africa,32.903589
2015,Bank of China,Rubber,Central & West Africa,16.794992
2014,Bank of China,Rubber,Central & West Africa,5.180617
2017,Bank of China,Rubber,Central & West Africa,3.827473
2021,Bank of China,Rubber,Central & West Africa,35.22245
2013,UBS,Rubber,Central & West Africa,55.098693999999995
2019,UBS,Rubber,Central & West Africa,17.958019
2018,UBS,Rubber,Central & West Africa,45.497591
2020,UBS,Rubber,Central & West Africa,0
2016,UBS,Rubber,Central & West Africa,14.488153
2015,UBS,Rubber,Central & West Africa,4.88635
2014,UBS,Rubber,Central & West Africa,2.849231
2017,UBS,Rubber,Central & West Africa,0
2021,UBS,Rubber,Central & West Africa,2.938955
2013,China Construction Bank,Rubber,Central & West Africa,0
2019,China Construction Bank,Rubber,Central & West Africa,17.850467000000002
2018,China Construction Bank,Rubber,Central & West Africa,28.659905
2020,China Construction Bank,Rubber,Central & West Africa,3.7922399999999996
2016,China Construction Bank,Rubber,Central & West Africa,22.928264
2015,China Construction Bank,Rubber,Central & West Africa,17.918995
2014,China Construction Bank,Rubber,Central & West Africa,5.7962880000000006
2017,China Construction Bank,Rubber,Central & West Africa,7.760895
2021,China Construction Bank,Rubber,Central & West Africa,23.672962
2018,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2016,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2014,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2019,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2015,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2013,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2017,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2020,Permodalan Nasional Berhad,Palm oil,Central & West Africa,0
2021,Permodalan Nasional Berhad,Palm oil,Central & West Africa,105.79497400000001
2018,Employees Provident Fund,Palm oil,Central & West Africa,0
2016,Employees Provident Fund,Palm oil,Central & West Africa,0
2014,Employees Provident Fund,Palm oil,Central & West Africa,0
2019,Employees Provident Fund,Palm oil,Central & West Africa,0
2015,Employees Provident Fund,Palm oil,Central & West Africa,0
2013,Employees Provident Fund,Palm oil,Central & West Africa,0
2017,Employees Provident Fund,Palm oil,Central & West Africa,0
2020,Employees Provident Fund,Palm oil,Central & West Africa,0
2021,Employees Provident Fund,Palm oil,Central & West Africa,71.41523
2018,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,7.854079
2016,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,3.862498
2014,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,15.103553
2019,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,0.400345
2015,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,3.327386
2013,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,12.024234
2017,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,7.302397999999999
2020,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,0.197398
2021,Mitsubishi UFJ Financial,Palm oil,Central & West Africa,3.026455
2018,ING Group,Palm oil,Central & West Africa,1.766534
2016,ING Group,Palm oil,Central & West Africa,38.719764
2014,ING Group,Palm oil,Central & West Africa,0.957106
2019,ING Group,Palm oil,Central & West Africa,0.427375
2015,ING Group,Palm oil,Central & West Africa,0.75965
2013,ING Group,Palm oil,Central & West Africa,0.35037
2017,ING Group,Palm oil,Central & West Africa,5.296868000000001
2020,ING Group,Palm oil,Central & West Africa,0.163972
2021,ING Group,Palm oil,Central & West Africa,0.078211
2018,HSBC,Palm oil,Central & West Africa,3.272059
2016,HSBC,Palm oil,Central & West Africa,1.255069
2014,HSBC,Palm oil,Central & West Africa,5.145596
2019,HSBC,Palm oil,Central & West Africa,0.986936
2015,HSBC,Palm oil,Central & West Africa,0.964035
2013,HSBC,Palm oil,Central & West Africa,11.145362
2017,HSBC,Palm oil,Central & West Africa,5.412704
2020,HSBC,Palm oil,Central & West Africa,0.294258
2021,HSBC,Palm oil,Central & West Africa,3.368085
2018,SMBC Group,Palm oil,Central & West Africa,1.330575
2016,SMBC Group,Palm oil,Central & West Africa,0.609185
2014,SMBC Group,Palm oil,Central & West Africa,6.385673
2019,SMBC Group,Palm oil,Central & West Africa,0.63443
2015,SMBC Group,Palm oil,Central & West Africa,1.5294699999999999
2013,SMBC Group,Palm oil,Central & West Africa,5.911814
2017,SMBC Group,Palm oil,Central & West Africa,8.263553
2020,SMBC Group,Palm oil,Central & West Africa,0.228544
2021,SMBC Group,Palm oil,Central & West Africa,2.142102
2018,BNP Paribas,Palm oil,Central & West Africa,3.4485
2016,BNP Paribas,Palm oil,Central & West Africa,2.196317
2014,BNP Paribas,Palm oil,Central & West Africa,8.717864
2019,BNP Paribas,Palm oil,Central & West Africa,1.099065
2015,BNP Paribas,Palm oil,Central & West Africa,0.79663
2013,BNP Paribas,Palm oil,Central & West Africa,4.045729
2017,BNP Paribas,Palm oil,Central & West Africa,2.958253
2020,BNP Paribas,Palm oil,Central & West Africa,0.327053
2021,BNP Paribas,Palm oil,Central & West Africa,1.037418
2018,Mirabaud,Palm oil,Central & West Africa,0
2016,Mirabaud,Palm oil,Central & West Africa,0
2014,Mirabaud,Palm oil,Central & West Africa,0
2019,Mirabaud,Palm oil,Central & West Africa,0
2015,Mirabaud,Palm oil,Central & West Africa,0
2013,Mirabaud,Palm oil,Central & West Africa,21.166
2017,Mirabaud,Palm oil,Central & West Africa,0
2020,Mirabaud,Palm oil,Central & West Africa,0.132
2021,Mirabaud,Palm oil,Central & West Africa,0
2018,Commonwealth Bank of Australia,Palm oil,Central & West Africa,0.256599
2016,Commonwealth Bank of Australia,Palm oil,Central & West Africa,0.09795899999999999
2014,Commonwealth Bank of Australia,Palm oil,Central & West Africa,1.204025
2019,Commonwealth Bank of Australia,Palm oil,Central & West Africa,0.04325
2015,Commonwealth Bank of Australia,Palm oil,Central & West Africa,0.120243
2013,Commonwealth Bank of Australia,Palm oil,Central & West Africa,9.510648
2017,Commonwealth Bank of Australia,Palm oil,Central & West Africa,6.995197
2020,Commonwealth Bank of Australia,Palm oil,Central & West Africa,0.11533700000000001
2021,Commonwealth Bank of Australia,Palm oil,Central & West Africa,0
2018,Vanguard,Palm oil,Central & West Africa,0
2016,Vanguard,Palm oil,Central & West Africa,0
2014,Vanguard,Palm oil,Central & West Africa,0
2019,Vanguard,Palm oil,Central & West Africa,0
2015,Vanguard,Palm oil,Central & West Africa,0
2013,Vanguard,Palm oil,Central & West Africa,0
2017,Vanguard,Palm oil,Central & West Africa,0
2020,Vanguard,Palm oil,Central & West Africa,0
2021,Vanguard,Palm oil,Central & West Africa,17.728417
